from_nd_id,to_nd_id,Y_real,Y_imag
1861,1866,0.0000000000,1050.0000000000
1861,1874,0.0000000000,12100000000.0000000000
1862,1864,0.0000000000,12100000000.0000000000
1862,1883,0.0000000000,12100000000.0000000000
1863,1879,0.0000000000,100000000.0000000000
1864,1862,0.0000000000,12100000000.0000000000
1864,1885,0.0000000000,12100000000.0000000000
1865,1871,0.0000000000,100000000.0000000000
1865,2344,-792.0909547054,1781.9194497116
1866,1861,0.0000000000,1050.0000000000
1866,1894,0.0000000000,100000000.0000000000
1866,1897,0.0000000000,100000000.0000000000
1867,1881,0.0000000000,12100000000.0000000000
1867,1889,0.0000000000,12100000000.0000000000
1867,1906,0.0000000000,12100000000.0000000000
1867,1909,0.0000000000,12100000000.0000000000
1867,1914,0.0000000000,12100000000.0000000000
1867,1918,0.0000000000,12100000000.0000000000
1868,1879,0.0000000000,100000000.0000000000
1869,1879,0.0000000000,100000000.0000000000
1870,1880,0.0000000000,100000000.0000000000
1870,1894,0.0000000000,100000000.0000000000
1870,1897,0.0000000000,100000000.0000000000
1870,1901,0.0000000000,100000000.0000000000
1870,1908,0.0000000000,100000000.0000000000
1870,1924,0.0000000000,100000000.0000000000
1870,1926,0.0000000000,100000000.0000000000
1870,1930,0.0000000000,100000000.0000000000
1871,1865,0.0000000000,100000000.0000000000
1871,1877,0.0000000000,100000000.0000000000
1871,1896,0.0000000000,100000000.0000000000
1871,1899,0.0000000000,100000000.0000000000
1871,1915,0.0000000000,100000000.0000000000
1871,1916,0.0000000000,100000000.0000000000
1871,1920,0.0000000000,100000000.0000000000
1871,1923,0.0000000000,100000000.0000000000
1871,1929,0.0000000000,100000000.0000000000
1872,1879,0.0000000000,100000000.0000000000
1873,1925,0.0000000000,100000000.0000000000
1874,1861,0.0000000000,12100000000.0000000000
1874,1918,0.0000000000,12100000000.0000000000
1875,1890,0.0000000000,100000000.0000000000
1876,1879,0.0000000000,100000000.0000000000
1877,1871,0.0000000000,100000000.0000000000
1877,1924,0.0000000000,100000000.0000000000
1878,1879,0.0000000000,100000000.0000000000
1879,1863,0.0000000000,100000000.0000000000
1879,1868,0.0000000000,100000000.0000000000
1879,1869,0.0000000000,100000000.0000000000
1879,1872,0.0000000000,100000000.0000000000
1879,1876,0.0000000000,100000000.0000000000
1879,1878,0.0000000000,100000000.0000000000
1879,1884,0.0000000000,100000000.0000000000
1879,1888,0.0000000000,100000000.0000000000
1879,1890,0.0000000000,100000000.0000000000
1879,1892,0.0000000000,100000000.0000000000
1879,1895,0.0000000000,100000000.0000000000
1879,1903,0.0000000000,100000000.0000000000
1879,1904,0.0000000000,100000000.0000000000
1879,1905,0.0000000000,100000000.0000000000
1879,1911,0.0000000000,100000000.0000000000
1879,1912,0.0000000000,100000000.0000000000
1879,1917,0.0000000000,100000000.0000000000
1879,1919,0.0000000000,100000000.0000000000
1879,1921,0.0000000000,100000000.0000000000
1879,1922,0.0000000000,100000000.0000000000
1879,1925,0.0000000000,100000000.0000000000
1879,1927,0.0000000000,100000000.0000000000
1880,1870,0.0000000000,100000000.0000000000
1881,1867,0.0000000000,12100000000.0000000000
1881,1893,0.0000000000,12100000000.0000000000
1882,1902,0.0000000000,1050.0000000000
1882,1910,0.0000000000,12100000000.0000000000
1883,1862,0.0000000000,12100000000.0000000000
1883,1893,0.0000000000,12100000000.0000000000
1883,1907,0.0000000000,12100000000.0000000000
1883,1918,0.0000000000,12100000000.0000000000
1884,1879,0.0000000000,100000000.0000000000
1885,1864,0.0000000000,12100000000.0000000000
1885,1913,-557860.7653296449,2091977.8699861686
1886,1887,0.0000000000,12100000000.0000000000
1886,1928,-557860.7653296449,2091977.8699861686
1887,1886,0.0000000000,12100000000.0000000000
1887,1909,0.0000000000,12100000000.0000000000
1888,1879,0.0000000000,100000000.0000000000
1889,1867,0.0000000000,12100000000.0000000000
1889,1910,0.0000000000,12100000000.0000000000
1890,1875,0.0000000000,100000000.0000000000
1890,1879,0.0000000000,100000000.0000000000
1891,1900,0.0000000000,12100000000.0000000000
1892,1879,0.0000000000,100000000.0000000000
1893,1881,0.0000000000,12100000000.0000000000
1893,1883,0.0000000000,12100000000.0000000000
1894,1866,0.0000000000,100000000.0000000000
1894,1870,0.0000000000,100000000.0000000000
1895,1879,0.0000000000,100000000.0000000000
1896,1871,0.0000000000,100000000.0000000000
1897,1866,0.0000000000,100000000.0000000000
1897,1870,0.0000000000,100000000.0000000000
1898,1911,0.0000000000,100000000.0000000000
1899,1871,0.0000000000,100000000.0000000000
1900,1891,0.0000000000,12100000000.0000000000
1900,1914,0.0000000000,12100000000.0000000000
1901,1870,0.0000000000,100000000.0000000000
1901,1917,0.0000000000,100000000.0000000000
1902,1882,0.0000000000,1050.0000000000
1902,1915,0.0000000000,100000000.0000000000
1903,1879,0.0000000000,100000000.0000000000
1904,1879,0.0000000000,100000000.0000000000
1905,1879,0.0000000000,100000000.0000000000
1906,1867,0.0000000000,12100000000.0000000000
1907,1883,0.0000000000,12100000000.0000000000
1908,1870,0.0000000000,100000000.0000000000
1909,1867,0.0000000000,12100000000.0000000000
1909,1887,0.0000000000,12100000000.0000000000
1910,1882,0.0000000000,12100000000.0000000000
1910,1889,0.0000000000,12100000000.0000000000
1911,1879,0.0000000000,100000000.0000000000
1911,1898,0.0000000000,100000000.0000000000
1912,1879,0.0000000000,100000000.0000000000
1913,1885,-557860.7653296449,2091977.8699861686
1913,2019,0.0000000000,12100000000.0000000000
1914,1867,0.0000000000,12100000000.0000000000
1914,1900,0.0000000000,12100000000.0000000000
1915,1871,0.0000000000,100000000.0000000000
1915,1902,0.0000000000,100000000.0000000000
1916,1871,0.0000000000,100000000.0000000000
1917,1879,0.0000000000,100000000.0000000000
1917,1901,0.0000000000,100000000.0000000000
1918,1867,0.0000000000,12100000000.0000000000
1918,1874,0.0000000000,12100000000.0000000000
1918,1883,0.0000000000,12100000000.0000000000
1919,1879,0.0000000000,100000000.0000000000
1920,1871,0.0000000000,100000000.0000000000
1920,2397,-259.7794790963,584.5345154149
1921,1879,0.0000000000,100000000.0000000000
1922,1879,0.0000000000,100000000.0000000000
1923,1871,0.0000000000,100000000.0000000000
1924,1870,0.0000000000,100000000.0000000000
1924,1877,0.0000000000,100000000.0000000000
1925,1873,0.0000000000,100000000.0000000000
1925,1879,0.0000000000,100000000.0000000000
1926,1870,0.0000000000,100000000.0000000000
1927,1879,0.0000000000,100000000.0000000000
1928,1886,-557860.7653296449,2091977.8699861686
1928,1983,0.0000000000,12100000000.0000000000
1929,1871,0.0000000000,100000000.0000000000
1930,1870,0.0000000000,100000000.0000000000
1931,1933,0.0000000000,48400000000.0000000000
1931,1935,0.0000000000,48400000000.0000000000
1931,1972,0.0000000000,48400000000.0000000000
1932,1943,0.0000000000,12100000000.0000000000
1932,1944,0.0000000000,12100000000.0000000000
1932,1988,0.0000000000,12100000000.0000000000
1933,1931,0.0000000000,48400000000.0000000000
1933,1997,0.0000000000,48400000000.0000000000
1934,1961,0.0000000000,100000000.0000000000
1934,1967,0.0000000000,100000000.0000000000
1935,1931,0.0000000000,48400000000.0000000000
1935,1936,0.0000000000,48400000000.0000000000
1935,1939,0.0000000000,48400000000.0000000000
1935,1947,0.0000000000,48400000000.0000000000
1935,1950,0.0000000000,48400000000.0000000000
1935,1955,0.0000000000,48400000000.0000000000
1935,1960,0.0000000000,48400000000.0000000000
1935,1975,0.0000000000,48400000000.0000000000
1935,2002,0.0000000000,48400000000.0000000000
1935,2016,0.0000000000,48400000000.0000000000
1935,2021,0.0000000000,48400000000.0000000000
1935,2043,0.0000000000,48400000000.0000000000
1936,1935,0.0000000000,48400000000.0000000000
1936,1946,0.0000000000,48400000000.0000000000
1936,1972,0.0000000000,48400000000.0000000000
1937,2035,0.0000000000,48400000000.0000000000
1938,1941,0.0000000000,12100000000.0000000000
1939,1935,0.0000000000,48400000000.0000000000
1939,1964,0.0000000000,48400000000.0000000000
1939,1972,0.0000000000,48400000000.0000000000
1940,1944,0.0000000000,12100000000.0000000000
1940,1952,0.0000000000,12100000000.0000000000
1940,1991,0.0000000000,12100000000.0000000000
1941,1938,0.0000000000,12100000000.0000000000
1941,1943,0.0000000000,12100000000.0000000000
1941,1944,0.0000000000,12100000000.0000000000
1942,1946,0.0000000000,48400000000.0000000000
1943,1932,0.0000000000,12100000000.0000000000
1943,1941,0.0000000000,12100000000.0000000000
1943,1978,0.0000000000,12100000000.0000000000
1943,1985,0.0000000000,12100000000.0000000000
1943,1996,0.0000000000,12100000000.0000000000
1943,2040,0.0000000000,12100000000.0000000000
1943,2044,0.0000000000,12100000000.0000000000
1944,1932,0.0000000000,12100000000.0000000000
1944,1940,0.0000000000,12100000000.0000000000
1944,1941,0.0000000000,12100000000.0000000000
1944,1949,0.0000000000,12100000000.0000000000
1944,1970,0.0000000000,12100000000.0000000000
1944,1978,0.0000000000,12100000000.0000000000
1944,1981,0.0000000000,12100000000.0000000000
1944,1996,0.0000000000,12100000000.0000000000
1944,1998,0.0000000000,12100000000.0000000000
1944,2008,0.0000000000,12100000000.0000000000
1944,2009,0.0000000000,12100000000.0000000000
1944,2010,0.0000000000,12100000000.0000000000
1944,2013,0.0000000000,12100000000.0000000000
1944,2034,0.0000000000,12100000000.0000000000
1944,2044,0.0000000000,12100000000.0000000000
1945,1981,0.0000000000,12100000000.0000000000
1946,1936,0.0000000000,48400000000.0000000000
1946,1942,0.0000000000,48400000000.0000000000
1947,1935,0.0000000000,48400000000.0000000000
1947,2033,0.0000000000,48400000000.0000000000
1948,1962,0.0001540000,4000.0000000000
1948,1973,0.0000000000,48400000000.0000000000
1949,1944,0.0000000000,12100000000.0000000000
1949,1952,0.0000000000,12100000000.0000000000
1949,2027,0.0000000000,12100000000.0000000000
1950,1935,0.0000000000,48400000000.0000000000
1950,1969,0.0000000000,48400000000.0000000000
1950,1972,0.0000000000,48400000000.0000000000
1951,1963,0.0000000000,100000000.0000000000
1951,1967,0.0000000000,100000000.0000000000
1952,1940,0.0000000000,12100000000.0000000000
1952,1949,0.0000000000,12100000000.0000000000
1952,1958,0.0000000000,12100000000.0000000000
1952,1970,0.0000000000,12100000000.0000000000
1952,1981,0.0000000000,12100000000.0000000000
1952,1982,0.0000000000,12100000000.0000000000
1952,2008,0.0000000000,12100000000.0000000000
1952,2010,0.0000000000,12100000000.0000000000
1952,2013,0.0000000000,12100000000.0000000000
1952,2020,0.0000000000,12100000000.0000000000
1952,2034,0.0000000000,12100000000.0000000000
1953,2042,0.0000000000,12100000000.0000000000
1953,2049,0.0000328775,4000.0000000000
1954,2038,0.0000000000,100000000.0000000000
1955,1935,0.0000000000,48400000000.0000000000
1955,1972,0.0000000000,48400000000.0000000000
1956,1968,0.0000000000,100000000.0000000000
1956,1979,0.0000000000,100000000.0000000000
1956,1986,0.0000000000,100000000.0000000000
1956,1990,0.0000000000,100000000.0000000000
1956,1995,0.0000000000,100000000.0000000000
1956,2000,0.0000000000,100000000.0000000000
1956,2023,0.0000000000,100000000.0000000000
1956,2024,0.0000000000,100000000.0000000000
1956,2031,0.0000000000,100000000.0000000000
1956,2038,0.0000000000,100000000.0000000000
1957,2030,0.0000000000,100000000.0000000000
1957,2049,0.0000323250,1333.3333333333
1958,1952,0.0000000000,12100000000.0000000000
1958,1998,0.0000000000,12100000000.0000000000
1959,1988,0.0000000000,12100000000.0000000000
1960,1935,0.0000000000,48400000000.0000000000
1960,1972,0.0000000000,48400000000.0000000000
1961,1934,0.0000000000,100000000.0000000000
1962,1948,0.0001540000,4000.0000000000
1962,1974,0.0000356000,1333.3333333333
1962,1976,0.0000428250,4000.0000000000
1963,1951,0.0000000000,100000000.0000000000
1964,1939,0.0000000000,48400000000.0000000000
1965,1967,0.0000000000,100000000.0000000000
1966,1972,0.0000000000,48400000000.0000000000
1967,1934,0.0000000000,100000000.0000000000
1967,1951,0.0000000000,100000000.0000000000
1967,1965,0.0000000000,100000000.0000000000
1967,1977,0.0000000000,100000000.0000000000
1967,1999,0.0000000000,100000000.0000000000
1967,2001,0.0000000000,100000000.0000000000
1967,2015,0.0000000000,100000000.0000000000
1967,2018,0.0000000000,100000000.0000000000
1967,2041,0.0000000000,100000000.0000000000
1967,2046,0.0000000000,100000000.0000000000
1968,1956,0.0000000000,100000000.0000000000
1968,1993,0.0000000000,100000000.0000000000
1969,1950,0.0000000000,48400000000.0000000000
1969,1987,0.0000000000,48400000000.0000000000
1970,1944,0.0000000000,12100000000.0000000000
1970,1952,0.0000000000,12100000000.0000000000
1970,2026,0.0000000000,12100000000.0000000000
1971,1989,0.0000000000,48400000000.0000000000
1971,2049,0.0001535500,4000.0000000000
1972,1931,0.0000000000,48400000000.0000000000
1972,1936,0.0000000000,48400000000.0000000000
1972,1939,0.0000000000,48400000000.0000000000
1972,1950,0.0000000000,48400000000.0000000000
1972,1955,0.0000000000,48400000000.0000000000
1972,1960,0.0000000000,48400000000.0000000000
1972,1966,0.0000000000,48400000000.0000000000
1972,1975,0.0000000000,48400000000.0000000000
1972,2002,0.0000000000,48400000000.0000000000
1972,2016,0.0000000000,48400000000.0000000000
1972,2021,0.0000000000,48400000000.0000000000
1972,2033,0.0000000000,48400000000.0000000000
1973,1948,0.0000000000,48400000000.0000000000
1973,2021,0.0000000000,48400000000.0000000000
1974,1962,0.0000356000,1333.3333333333
1974,2028,0.0000000000,100000000.0000000000
1975,1935,0.0000000000,48400000000.0000000000
1975,1972,0.0000000000,48400000000.0000000000
1975,2035,0.0000000000,48400000000.0000000000
1976,1962,0.0000428250,4000.0000000000
1976,1991,0.0000000000,12100000000.0000000000
1977,1967,0.0000000000,100000000.0000000000
1977,1979,0.0000000000,100000000.0000000000
1978,1943,0.0000000000,12100000000.0000000000
1978,1944,0.0000000000,12100000000.0000000000
1978,2039,0.0000000000,12100000000.0000000000
1979,1956,0.0000000000,100000000.0000000000
1979,1977,0.0000000000,100000000.0000000000
1980,2000,0.0000000000,100000000.0000000000
1981,1944,0.0000000000,12100000000.0000000000
1981,1945,0.0000000000,12100000000.0000000000
1981,1952,0.0000000000,12100000000.0000000000
1982,1952,0.0000000000,12100000000.0000000000
1982,1985,0.0000000000,12100000000.0000000000
1983,1928,0.0000000000,12100000000.0000000000
1983,2044,0.0000000000,12100000000.0000000000
1984,2007,0.0000000000,12100000000.0000000000
1985,1943,0.0000000000,12100000000.0000000000
1985,1982,0.0000000000,12100000000.0000000000
1986,1956,0.0000000000,100000000.0000000000
1986,2028,0.0000000000,100000000.0000000000
1987,1969,0.0000000000,48400000000.0000000000
1987,2022,-2076139.4101876675,22318498.6595174260
1988,1932,0.0000000000,12100000000.0000000000
1988,1959,0.0000000000,12100000000.0000000000
1989,1971,0.0000000000,48400000000.0000000000
1989,2002,0.0000000000,48400000000.0000000000
1990,1956,0.0000000000,100000000.0000000000
1990,2003,0.0000000000,100000000.0000000000
1991,1940,0.0000000000,12100000000.0000000000
1991,1976,0.0000000000,12100000000.0000000000
1992,1995,0.0000000000,100000000.0000000000
1993,1968,0.0000000000,100000000.0000000000
1994,2031,0.0000000000,100000000.0000000000
1995,1956,0.0000000000,100000000.0000000000
1995,1992,0.0000000000,100000000.0000000000
1996,1943,0.0000000000,12100000000.0000000000
1996,1944,0.0000000000,12100000000.0000000000
1996,2006,0.0000000000,12100000000.0000000000
1997,1933,0.0000000000,48400000000.0000000000
1997,2017,-2076139.4101876675,22318498.6595174260
1998,1944,0.0000000000,12100000000.0000000000
1998,1958,0.0000000000,12100000000.0000000000
1999,1967,0.0000000000,100000000.0000000000
1999,2047,0.0000000000,100000000.0000000000
2000,1956,0.0000000000,100000000.0000000000
2000,1980,0.0000000000,100000000.0000000000
2001,1967,0.0000000000,100000000.0000000000
2001,2030,0.0000000000,100000000.0000000000
2002,1935,0.0000000000,48400000000.0000000000
2002,1972,0.0000000000,48400000000.0000000000
2002,1989,0.0000000000,48400000000.0000000000
2003,1990,0.0000000000,100000000.0000000000
2004,2046,0.0000000000,100000000.0000000000
2005,2026,0.0000000000,12100000000.0000000000
2005,2037,-135965.0528562352,730469.9651772904
2006,1996,0.0000000000,12100000000.0000000000
2006,2032,0.0000000000,12100000000.0000000000
2007,1984,0.0000000000,12100000000.0000000000
2007,2034,0.0000000000,12100000000.0000000000
2008,1944,0.0000000000,12100000000.0000000000
2008,1952,0.0000000000,12100000000.0000000000
2008,2019,0.0000000000,12100000000.0000000000
2009,1944,0.0000000000,12100000000.0000000000
2010,1944,0.0000000000,12100000000.0000000000
2010,1952,0.0000000000,12100000000.0000000000
2010,2042,0.0000000000,12100000000.0000000000
2011,2039,0.0000000000,12100000000.0000000000
2012,2016,0.0000000000,48400000000.0000000000
2013,1944,0.0000000000,12100000000.0000000000
2013,1952,0.0000000000,12100000000.0000000000
2013,2025,0.0000000000,12100000000.0000000000
2014,2027,0.0000000000,12100000000.0000000000
2015,1967,0.0000000000,100000000.0000000000
2015,2036,0.0000000000,100000000.0000000000
2016,1935,0.0000000000,48400000000.0000000000
2016,1972,0.0000000000,48400000000.0000000000
2016,2012,0.0000000000,48400000000.0000000000
2017,1997,-2076139.4101876675,22318498.6595174260
2017,2178,0.0000000000,48400000000.0000000000
2018,1967,0.0000000000,100000000.0000000000
2018,2029,0.0000000000,100000000.0000000000
2019,1913,0.0000000000,12100000000.0000000000
2019,2008,0.0000000000,12100000000.0000000000
2020,1952,0.0000000000,12100000000.0000000000
2021,1935,0.0000000000,48400000000.0000000000
2021,1972,0.0000000000,48400000000.0000000000
2021,1973,0.0000000000,48400000000.0000000000
2022,1987,-2076139.4101876675,22318498.6595174260
2022,2132,0.0000000000,48400000000.0000000000
2023,1956,0.0000000000,100000000.0000000000
2024,1956,0.0000000000,100000000.0000000000
2024,2048,0.0000000000,100000000.0000000000
2025,2013,0.0000000000,12100000000.0000000000
2026,1970,0.0000000000,12100000000.0000000000
2026,2005,0.0000000000,12100000000.0000000000
2027,1949,0.0000000000,12100000000.0000000000
2027,2014,0.0000000000,12100000000.0000000000
2028,1974,0.0000000000,100000000.0000000000
2028,1986,0.0000000000,100000000.0000000000
2029,2018,0.0000000000,100000000.0000000000
2030,1957,0.0000000000,100000000.0000000000
2030,2001,0.0000000000,100000000.0000000000
2031,1956,0.0000000000,100000000.0000000000
2031,1994,0.0000000000,100000000.0000000000
2032,2006,0.0000000000,12100000000.0000000000
2033,1947,0.0000000000,48400000000.0000000000
2033,1972,0.0000000000,48400000000.0000000000
2034,1944,0.0000000000,12100000000.0000000000
2034,1952,0.0000000000,12100000000.0000000000
2034,2007,0.0000000000,12100000000.0000000000
2035,1937,0.0000000000,48400000000.0000000000
2035,1975,0.0000000000,48400000000.0000000000
2036,2015,0.0000000000,100000000.0000000000
2037,2005,-135965.0528562352,730469.9651772904
2037,2054,0.0000000000,12100000000.0000000000
2038,1954,0.0000000000,100000000.0000000000
2038,1956,0.0000000000,100000000.0000000000
2039,1978,0.0000000000,12100000000.0000000000
2039,2011,0.0000000000,12100000000.0000000000
2040,1943,0.0000000000,12100000000.0000000000
2041,1967,0.0000000000,100000000.0000000000
2041,2045,0.0000000000,100000000.0000000000
2042,1953,0.0000000000,12100000000.0000000000
2042,2010,0.0000000000,12100000000.0000000000
2043,1935,0.0000000000,48400000000.0000000000
2044,1943,0.0000000000,12100000000.0000000000
2044,1944,0.0000000000,12100000000.0000000000
2044,1983,0.0000000000,12100000000.0000000000
2045,2041,0.0000000000,100000000.0000000000
2046,1967,0.0000000000,100000000.0000000000
2046,2004,0.0000000000,100000000.0000000000
2047,1999,0.0000000000,100000000.0000000000
2048,2024,0.0000000000,100000000.0000000000
2049,1953,0.0000328775,4000.0000000000
2049,1957,0.0000323250,1333.3333333333
2049,1971,0.0001535500,4000.0000000000
2050,2052,0.0000000000,100000000.0000000000
2051,2052,0.0000000000,100000000.0000000000
2051,2062,0.0000000000,100000000.0000000000
2052,2050,0.0000000000,100000000.0000000000
2052,2051,0.0000000000,100000000.0000000000
2052,2058,0.0000000000,100000000.0000000000
2052,2059,0.0000000000,100000000.0000000000
2052,2060,0.0000000000,100000000.0000000000
2052,2061,0.0000000000,100000000.0000000000
2053,2056,0.0000000000,100000000.0000000000
2054,2037,0.0000000000,12100000000.0000000000
2054,2055,0.0000000000,12100000000.0000000000
2055,2054,0.0000000000,12100000000.0000000000
2055,2057,0.0000000000,12100000000.0000000000
2056,2053,0.0000000000,100000000.0000000000
2056,2059,0.0000000000,100000000.0000000000
2057,2055,0.0000000000,12100000000.0000000000
2057,2062,0.0000362425,666.6666666667
2058,2052,0.0000000000,100000000.0000000000
2059,2052,0.0000000000,100000000.0000000000
2059,2056,0.0000000000,100000000.0000000000
2060,2052,0.0000000000,100000000.0000000000
2060,2525,-4132.8621732002,9314.5160034184
2061,2052,0.0000000000,100000000.0000000000
2062,2051,0.0000000000,100000000.0000000000
2062,2057,0.0000362425,666.6666666667
2063,2065,0.0000000000,100000000.0000000000
2063,2067,0.0000000000,100000000.0000000000
2063,2069,0.0000000000,100000000.0000000000
2063,2070,0.0000000000,100000000.0000000000
2063,2109,0.0000000000,100000000.0000000000
2063,2112,0.0000000000,100000000.0000000000
2063,2122,0.0000000000,100000000.0000000000
2063,2130,0.0000000000,100000000.0000000000
2063,2168,0.0000000000,100000000.0000000000
2063,2179,0.0000000000,100000000.0000000000
2063,2180,0.0000000000,100000000.0000000000
2063,2187,0.0000000000,100000000.0000000000
2063,2206,0.0000000000,100000000.0000000000
2063,2207,0.0000000000,100000000.0000000000
2063,2213,0.0000000000,100000000.0000000000
2063,2214,0.0000000000,100000000.0000000000
2064,2078,0.0000000000,12100000000.0000000000
2064,2102,0.0000000000,12100000000.0000000000
2064,2124,0.0000000000,12100000000.0000000000
2064,2127,0.0000000000,12100000000.0000000000
2064,2133,0.0000000000,12100000000.0000000000
2064,2136,0.0000000000,12100000000.0000000000
2064,2157,0.0000000000,12100000000.0000000000
2064,2160,0.0000000000,12100000000.0000000000
2064,2170,0.0000000000,12100000000.0000000000
2064,2188,0.0000000000,12100000000.0000000000
2064,2204,0.0000000000,12100000000.0000000000
2064,2211,0.0000000000,12100000000.0000000000
2065,2063,0.0000000000,100000000.0000000000
2065,2098,0.0000000000,100000000.0000000000
2066,2127,0.0000000000,12100000000.0000000000
2067,2063,0.0000000000,100000000.0000000000
2067,2209,0.0000000000,100000000.0000000000
2068,2083,0.0000000000,12100000000.0000000000
2068,2110,0.0000000000,12100000000.0000000000
2068,2182,0.0000000000,12100000000.0000000000
2069,2063,0.0000000000,100000000.0000000000
2069,2151,0.0000000000,100000000.0000000000
2070,2063,0.0000000000,100000000.0000000000
2070,2163,0.0000000000,100000000.0000000000
2071,2113,0.0000000000,12100000000.0000000000
2072,2078,0.0000000000,12100000000.0000000000
2073,2083,0.0000000000,12100000000.0000000000
2073,2110,0.0000000000,12100000000.0000000000
2073,2169,0.0000000000,12100000000.0000000000
2074,2083,0.0000000000,12100000000.0000000000
2074,2110,0.0000000000,12100000000.0000000000
2074,2195,0.0000000000,12100000000.0000000000
2075,2088,0.0000000000,48400000000.0000000000
2075,2139,0.0001146618,3000.0000000000
2076,2108,0.0000000000,48400000000.0000000000
2077,2110,0.0000000000,12100000000.0000000000
2077,2133,0.0000000000,12100000000.0000000000
2078,2064,0.0000000000,12100000000.0000000000
2078,2072,0.0000000000,12100000000.0000000000
2078,2080,0.0000000000,12100000000.0000000000
2079,2156,0.0000000000,12100000000.0000000000
2080,2078,0.0000000000,12100000000.0000000000
2080,2102,0.0000000000,12100000000.0000000000
2080,2124,0.0000000000,12100000000.0000000000
2080,2127,0.0000000000,12100000000.0000000000
2080,2136,0.0000000000,12100000000.0000000000
2080,2142,0.0000000000,12100000000.0000000000
2080,2154,0.0000000000,12100000000.0000000000
2080,2160,0.0000000000,12100000000.0000000000
2080,2161,0.0000000000,12100000000.0000000000
2080,2170,0.0000000000,12100000000.0000000000
2080,2204,0.0000000000,12100000000.0000000000
2080,2211,0.0000000000,12100000000.0000000000
2081,2097,0.0000000000,100000000.0000000000
2081,2111,0.0000000000,100000000.0000000000
2082,2103,0.0000000000,100000000.0000000000
